40300,"@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",sadness,0.562,"@marksandspencer Di mana labu grapefruit 50% Anda hilang, tidak bisa didapat selama berminggu-minggu #unhappy"
40301,I mourn the creativity lost.,sadness,0.562,Saya berduka atas hilangnya kreativitas.
40302,"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",sadness,0.562,"@Jinath_Hyder Sayangnya, saya tidak boleh mengandung alkohol, tapi itu hanya menyala dalam keadaan yang sangat spesifik jadi saya hanya perlu lebih berhati-hati"
40303,Add Donte Moncrief to my dismal situation #blessed.,sadness,0.561,Tambahkan Donte Moncrief ke situasi suram saya #blessed.
40304,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim,sadness,0.5479999999999999,Berteriak kepada pria mabuk di bus yang kencing di dalam botol dan di kursi # haji
40305,U know u have too much on ur mind when u find yourself cleaning a stove and kitchen by yourself  at almost 3am...  #pensive,sadness,0.542,Kamu tahu kamu terlalu banyak memikirkan ketika kamu membersihkan kompor dan dapur sendirian hampir jam 3 pagi ... #mahal
40306,@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal #unhappy,sadness,0.542,@TxDMV @ArkansasBBB saya mengisi laporan #baitswitch oleh @Carvana mari kita denda. #bisnis bisnis #honoryourdeal #unhappy
40307,Itching something #serious RN haven't slept but considering taking like 6 Benadryl for a 20 min nap I am itching SO BADLY wow,sadness,0.542,Gatal sesuatu #Serius RN belum tidur tetapi mempertimbangkan untuk mengambil 6 Benadryl untuk tidur siang 20 menit Saya gatal SANGAT BURUK wow
40308,@TVsCarlKinsella They're such garbage. Obviously I like that they suck but it's still grim to watch.,sadness,0.542,@TVsCarlKinsella Mereka sampah seperti itu. Jelas saya suka mereka menyebalkan tetapi masih suram untuk ditonton.
40309,"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",sadness,0.542,"Untuk tim sebesar Bayern dan mereka suka bermain sepak bola, lapangan mereka sangat buruk. Tentu saja tidak ada lapangan Emirates."
40310,Angry shouting match between a #pessimist &amp; an #optimist:\n'You're a half empty-headed @%$!' \n'You're half full of @%$!',sadness,0.542,Pertandingan teriakan marah antara #pessimist & #optimist: \ n'Kamu setengah botak @% $! ' \ n'Kamu setengah penuh dengan @% $! '
40311,*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness,0.542,* Masih menunggu Yang. Kira dia benar-benar membutuhkan tidurnya atau sesuatu. Anak kucing merasa agak sedih sekarang. * #Offline
40312,"@OnesOwnGrief Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydra,part s.h.i.e.l.d(c)",sadness,0.542,"@OnesOwnGrief Sayang sekali dunianya suram sejak hari pertama. Meskipun masuk akal dia memiliki seluruh bagian hydra, bagian s.h.i.e.l.d (c)"
40313,How do u grieve someone who legally wasn't a person yet?,sadness,0.542,Bagaimana Anda mendukakan seseorang yang secara hukum belum menjadi orang?
40314,It's so gloomy outside. I wish it was as cold as it looked,sadness,0.542,Di luar sangat suram. Saya berharap itu sedingin kelihatannya
